Job name,Company name,Star,Lương,Skills,Job Expertise,Job Domain,Kinh nghiệm,Level,Work at,Work days,Company size,Address,Company industry,Company country,link
Product Owner (Business Analyst),Công ty CP dịch vụ TMĐT N&H,,You'll love it,"Product Owner,API,Business Analysis,Jira,Agile",Product Owner,"E-commerce,Transportation, Logistics and Warehouse",,,At office,Monday - Saturday,151-300 employees,"Số 9 đường Trà Khúc, Phường Tân Sơn Hoà, Tan Binh, Ho Chi Minh","Transportation, Logistics and Warehouse",Vietnam,https://itviec.com/it-jobs/product-owner-business-analyst-cong-ty-cp-dich-vu-tmdt-n-h-5050
"Full Stack Developer (Javascript,React,js,RESTful)",Beyondsoft Technology (Vietnam) Company Limited,,"2,000 - 3,000 USD","JavaScript,ReactJS,API,DevOps,CSS",Fullstack Developer,IT Services and IT Consulting,,,At office,Monday - Friday,1-50 employees,"32 Pham Ngoc Thach, Ward Vo Thi Sau, District 3, Ho Chi Minh",IT Services and IT Consulting,United States,https://itviec.com/it-jobs/full-stack-developer-javascript-react-js-restful-beyondsoft-technology-vietnam-company-limited-3826
"Senior Automation Software Tester (JavaScript, Python)",Yes4All,3.4,You'll love it,"Automation Test,CI/CD,JavaScript,SQL,Agile,Python",Test Coordinator / QAQC Coordinator,"E-commerce,Retail and Wholesale",,,At office,Monday - Friday,301-500 employees,"127 Hong Ha, Phu Nhuan, Ho Chi Minh",E-commerce,United States,https://itviec.com/it-jobs/senior-automation-software-tester-javascript-python-yes4all-1338
Middle/Senior Java Engineer,NAB Innovation Centre Vietnam,4.6,You'll love it,"Java,Microservices,Cloud,Spring",Backend Developer,"Banking,IT Services and IT Consulting,Financial Services",,,Hybrid,Monday - Friday,1000+ employees,"The Hallmark, 15 Tran Bach Dang, Thu Thiem Ward, Thu Duc City, Ho Chi Minh",Banking,Australia,https://itviec.com/it-jobs/middle-senior-java-engineer-nab-innovation-centre-vietnam-4318
Pre-Sales Engineer,Motorola Solutions,,You'll love it,"IT Communication/Translation,Presale,English",Pre-sales Engineer,Telecommunication,,,Hybrid,Monday - Friday,1000+ employees,"L07.01, Tầng 07, Tháp A, Khu thương mại dịch vụ kết hợp nhà ở cao tầng tại lô đất 1-13, thuộc khu chức năng số 1 – Số 15, đường Trần Bạch Đằng, Phường Thủ Thiêm, Thu Duc City, Ho Chi Minh",IT Services and IT Consulting,United States,https://itviec.com/it-jobs/pre-sales-engineer-motorola-solutions-2512
IT Auditor,LOTTE FINANCE VIETNAM,,You'll love it,"Risk Assessment / BCP,Cybersecurity,Solidity,Security,IT Audit,Project Management",IT Auditor / IT Risk Manager,"Banking,IT Services and IT Consulting,Financial Services",,,At office,Monday - Friday,1-50 employees,"Tầng 12A, Tháp Tây, tòa nhà LOTTE Center Hà Nội, 54 Liễu Giai, Ba Dinh, Ha Noi",Financial Services,Vietnam,https://itviec.com/it-jobs/it-auditor-lotte-finance-vietnam-3433
Unity Game Developer,NEXON DEV VINA,4.2,You'll love it,"Unity,Games,C#,English",Game Developer,"Game,IT Services and IT Consulting,Software Products and Web Services",,,At office,Monday - Friday,151-300 employees,"UOA Tower, 11th Floor, 06 Tan Trao Street, Tan Phu Ward, District 7, Ho Chi Minh",Game,South Korea,https://itviec.com/it-jobs/unity-game-developer-nexon-dev-vina-5253
Business Analyst (Agile/Scrum),WTECH VIETNAM,,You'll love it,"Business Analysis,English,Trello,Jira,Scrum,Agile",Business Analyst,Blockchain & Web3 Services,,,At office,Monday - Friday,1-50 employees,"Số 28 đường Trần Quốc Thảo,Phường Xuân Hòa, District 3, Ho Chi Minh",Software Development Outsourcing,Vietnam,https://itviec.com/it-jobs/business-analyst-agile-scrum-wtech-vietnam-0039
"Software Engineering (Python, Java, C#)",Công ty Cổ phần Bóng đèn Phích nước Rạng Đông,,You'll love it,"Python,AWS,NoSQL,SQL,C#,Java",Fullstack Developer,Retail and Wholesale,,,At office,Monday - Friday,1-50 employees,"Số 87-89, Phố Hạ Đình, Phường Khương Đình, Thanh Xuan, Ha Noi",Retail and Wholesale,Vietnam,https://itviec.com/it-jobs/software-engineering-python-java-c-cong-ty-co-phan-bong-den-phich-nuoc-rang-dong-2132
"Mobile Technical Lead (iOS, Android, Kotlin, Swift)",TymeX,4.8,You'll love it,"Mobile Apps,Leadership,Kotlin,Swift,iOS,Android",Mobile Application Developer,"Banking,Financial Services",,,At office,Monday - Friday,301-500 employees,"Capital Place, 29 Lieu Giai, Ngoc Khanh Ward, Ba Dinh, Ha Noi",Banking,Singapore,https://itviec.com/it-jobs/mobile-technical-lead-ios-android-kotlin-swift-tymex-0142
"Senior Automation Tester (Playwright, Selenium, QA QC)",ekino Vietnam,3.4,Attractive salary!,"Tester,QA QC,Automation Test,Selenium,Playwright,Java",Automation Tester,"IT Services and IT Consulting,Software Development Outsourcing,Software Products and Web Services",,,At office,Monday - Friday,151-300 employees,"The Emporium, 3rd Floor, 184 Le Dai Hanh, Phu Tho Ward, Ho Chi Minh city, District 11, Ho Chi Minh",IT Services and IT Consulting,France,https://itviec.com/it-jobs/senior-automation-tester-playwright-selenium-qa-qc-ekino-vietnam-0022
Product Manager (English),Fullerton Health,,"1,500 - 2,500 USD","Product Management,Project Management,English",Product Manager,"Insurance,Software Products and Web Services,Healthcare,AI Software & Services",,,At office,Monday - Friday,51-150 employees,"Tầng 1, số 127 Hồng Hà, Phường Đức Nhuận, TP. Hồ Chí Minh, Việt Nam., Phu Nhuan, Ho Chi Minh",Healthcare,Singapore,https://itviec.com/it-jobs/product-manager-english-fullerton-health-1239
Chuyên viên kiến trúc giải pháp - Solution Architect,Trung tâm CNTT Tập đoàn Bảo Việt,,You'll love it,"Solution Architecture,JavaScript,Java,Software Architecture",Solution Architect,"Insurance,Software Products and Web Services,Financial Services",,,At office,Monday - Friday,301-500 employees,"71 Ngô Sĩ Liên, Dong Da, Ha Noi",Insurance,Vietnam,https://itviec.com/it-jobs/chuyen-vien-kien-truc-giai-phap-solution-architect-trung-tam-cntt-tap-doan-bao-viet-1646
"Data Analyst (SQL, Python, Power BI)",Trung tâm CNTT Tập đoàn Bảo Việt,,You'll love it,"Data Analysis,Python,Machine Learning,AI,Power BI,Business Intelligence",Business Analyst,"Insurance,Banking,Software Products and Web Services,Financial Services",,,At office,Monday - Friday,301-500 employees,"71 Ngô Sĩ Liên, Dong Da, Ha Noi",Insurance,Vietnam,https://itviec.com/it-jobs/data-analyst-sql-python-power-bi-trung-tam-cntt-tap-doan-bao-viet-0440
Product Manager (Data-Driven),Annam Software Company,,"2,000 - 3,000 USD","Product Management,CRM,Team Management,Data Analysis,SQL,English",Product Manager,"Real Estate, Property and Construction",,,At office,Monday - Friday,1-50 employees,"Sunwah Innovation Center, 90 Nguyễn Hữu Cảnh, Phường 22, Binh Thanh, Ho Chi Minh",Software Products and Web Services,Belgium,https://itviec.com/it-jobs/product-manager-data-driven-annam-software-company-0611
Java Developer (1 - Month - Signing Bonus),SoftRoad Việt Nam,,"1,000 - 2,500 USD","Java,GitHub,PostgreSql,Spring,SQL",Backend Developer,IT Services and IT Consulting,,,At office,Monday - Friday,1-50 employees,"14th floor, Richy Tower, No 35 Mac Thai To, Yen Hoa ward, Cau Giay district, Ha Noi., Cau Giay, Ha Noi",IT Services and IT Consulting,Japan,https://itviec.com/it-jobs/java-developer-1-month-signing-bonus-softroad-viet-nam-2726
".NET Engineer (C#, ReactJS, English)",HRS Group,4.8,You'll love it,".NET,Design Systems,Microservices,C#,ReactJS,English",Backend Developer,"Tourism and Hospitality Services,IT Services and IT Consulting,Software Products and Web Services",,,Hybrid,Monday - Friday,51-150 employees,"Anna building, Quang Trung software city, District 12, Ho Chi Minh",Software Products and Web Services,Germany,https://itviec.com/it-jobs/net-engineer-c-reactjs-english-hrs-group-2221
Remote Frontend Web Developer  (TypeScript/ReactJS),Moksha AI LLC,,You'll love it,"ReactJS,Redux,Tailwind,English,NextJS,TypeScript",Frontend Developer,"E-commerce,Software Products and Web Services,AI Software & Services",,,Remote,Monday - Friday,1-50 employees,"Remote, District 1, Ho Chi Minh",AI Software & Services,United States,https://itviec.com/it-jobs/remote-frontend-web-developer-typescript-reactjs-moksha-ai-llc-1658
Senior  Java Engineer,Renesas Design Vietnam,3.5,You'll love it,"NodeJS,Elasticsearch,Redis,ReactJS,Java,Cloud",Backend Developer,Software Products and Web Services,,,Hybrid,Monday - Friday,1000+ employees,"31 Tan Thuan, District 7, Ho Chi Minh",IT Hardware and Computing,Japan,https://itviec.com/it-jobs/senior-java-engineer-renesas-design-vietnam-1815
"Senior/Expert, IT Security (Life Insurance Project)",Techcombank,3.6,You'll love it,"Information Security,Cloud Security,Cybersecurity,Penetration Testing,Security",Security Engineer,"Insurance,Banking,Financial Services",,,At office,Monday - Friday,1000+ employees,"C5 Building Tower, D’Capitale Tower, 119 Tran Duy Hung, Cau Giay, Ha Noi",Banking,Vietnam,https://itviec.com/it-jobs/senior-expert-it-security-life-insurance-project-techcombank-4653
Automation Tester,MB Bank,4.9,You'll love it,"Automation Test,CI/CD,JavaScript,Java,API,Tester",Automation Tester,"Banking,Financial Services",,,At office,Monday - Friday,1000+ employees,"Tòa nhà MB, số 18 Lê Văn Lương, Cau Giay, Ha Noi",Banking,Vietnam,https://itviec.com/it-jobs/automation-tester-mb-bank-5845
"Middle to Senior Data Analyst (US Product, SaaS)",Flodesk,,"1,000 - 3,000 USD","Data Analysis,Business Analysis,SQL,Python,English",Data Analyst,Software Products and Web Services,,,At office,Monday - Friday,1-50 employees,"Indochina Riverside, 74 Bach Dang, Hai Chau, Da Nang",IT Services and IT Consulting,United States,https://itviec.com/it-jobs/middle-to-senior-data-analyst-us-product-saas-flodesk-1026
DevSecOps Engineer,MB Bank,4.9,You'll love it,"DevSecOps,Docker,CI/CD,SQL,Oracle,DevOps",DevSecOps Engineer,"Banking,Financial Services",,,At office,Monday - Friday,1000+ employees,"Tòa nhà MB, số 18 Lê Văn Lương, Cau Giay, Ha Noi",Banking,Vietnam,https://itviec.com/it-jobs/devsecops-engineer-mb-bank-0610
Cloud Engineer (Japanese speaking),Panasonic Vietnam Group – Panasonic R&D Center Vietnam (PRDCV),4.3,You'll love it,"Cloud,Japanese,Database,AWS,.NET,JavaScript",Cloud Engineer,"IT Hardware and Computing,Manufacturing and Engineering,IT Services and IT Consulting,Software Products and Web Services",,,At office,Monday - Friday,51-150 employees,"Lotte Tower, 54 Lieu Giai, Ba Dinh, Ha Noi",IT Hardware and Computing,Japan,https://itviec.com/it-jobs/cloud-engineer-japanese-speaking-panasonic-vietnam-group-panasonic-r-d-center-vietnam-prdcv-1919
[English] Scrum Master (Junior/Middle),Laidon Group,,You'll love it,"Scrum,SAP,ERP,Project Management,English,Agile",Scrum Master / Agile Coach,Software Products and Web Services,,,At office,Monday - Friday,51-150 employees,"324 Le Van Sy, Ward 2, Tan Binh, Ho Chi Minh",Software Products and Web Services,Vietnam,https://itviec.com/it-jobs/english-scrum-master-junior-middle-laidon-group-4549
"Automation Tester (API,JavaScript,TypeScript)",Trusting Social,4.2,You'll love it,"Automation Test,Tester,API,Playwright,JavaScript,TypeScript",Automation Tester,Financial Services,,,At office,Monday - Friday,301-500 employees,"Havana Tower - 132 Ham Nghi, District 1, Ho Chi Minh",Financial Services,Singapore,https://itviec.com/it-jobs/software-engineer-in-test-trusting-social-3242
Network Security Engineer (English),FWD VTC,,You'll love it,"Networking,PowerShell,Python,English,Security,DNS Security",Security Engineer,"Insurance,Banking,IT Services and IT Consulting",,,At office,Monday - Friday,51-150 employees,"Long Tower, 101-103 Nguyen Cuu Van, Binh Thanh Dist., HCMC, Binh Thanh, Ho Chi Minh",Software Products and Web Services,Hong Kong,https://itviec.com/it-jobs/network-security-engineer-english-fwd-vtc-2818
[HN] Data Analyst (Up to 1000$),Giao Hàng Tiết Kiệm,4.4,"500 - 1,000 USD","Data Analysis,R,Python,Power BI,SQL",Data Analyst,"E-commerce,Software Products and Web Services,AI Software & Services",,,At office,Monday - Saturday,1000+ employees,"GHTK Building, đường Phạm Hùng, phường Mễ Trì, quận Nam Từ Liêm, thành phố Hà Nội, Nam Tu Liem, Ha Noi","Transportation, Logistics and Warehouse",Vietnam,https://itviec.com/it-jobs/hn-data-analyst-up-to-1000-giao-hang-tiet-kiem-4907
"Middle Java Developers (Japanese, Spring Boot, MySQL)",NAL Việt Nam,4.5,"1,000 - 1,800 USD","Java,Japanese,Spring Boot,OOP,MySQL,Spring",Backend Developer,"Banking,Software Development Outsourcing,Software Products and Web Services",,,At office,Monday - Friday,151-300 employees,"Tầng 4, Toà Novo, Kosmo Tây Hồ, số 161 Xuân La, Xuân Tảo, Bac Tu Liem, Ha Noi",Software Development Outsourcing,Japan,https://itviec.com/it-jobs/middle-java-developers-japanese-spring-boot-mysql-nal-viet-nam-3744
Senior Backend Engineer (Go),Kyber Network,5.0,You'll love it,"Golang,Database,Kubernetes,Redis,Docker,SQL",Backend Developer,"Software Products and Web Services,AI Software & Services",,,Hybrid,Monday - Friday,51-150 employees,"7th floor Web3 Tower, 15 Lane 4 Duy Tan Str., Cau Giay, Ha Noi",AI Software & Services,Singapore,https://itviec.com/it-jobs/senior-backend-engineer-go-kyber-network-0708
"Java Developer (Da Nang, HCMC)",mgm technology partners Vietnam,4.7,You will love it,"Java,Spring,SQL",Backend Developer,"Insurance,E-commerce,Government,IT Services and IT Consulting,Software Products and Web Services",,,Hybrid,Monday - Friday,1000+ employees,"195A Hai Bà Trưng, Võ Thị Sáu Ward, District 3, Ho Chi Minh",Software Development Outsourcing,Germany,https://itviec.com/it-jobs/java-developer-da-nang-hcmc-mgm-technology-partners-vietnam-2200
Web Developer (PHP/ HTML/ CSS/ JavaScript),Công Ty TNHH Hệ Thống Thông Tin Rocker,,You'll love it,"PHP,CodeIgniter,Laravel,JavaScript,CSS,HTML",Fullstack Developer,IT Services and IT Consulting,,,At office,Monday - Friday,1-50 employees,"Phan Văn Trị, Phường 10, Go Vap, Ho Chi Minh",IT Services and IT Consulting,Vietnam,https://itviec.com/it-jobs/web-developer-php-html-css-javascript-cong-ty-tnhh-he-thong-thong-tin-rocker-2213
Project Manager (Agile/ Scrum),TPS Software,3.1,You'll love it,"Project Management,Agile,System Admin,Scrum",Project Manager,Software Products and Web Services,,,At office,Monday - Friday,151-300 employees,"TPS Software - Waseco Building, Zone C, 3rd Floor, No.10 Pho Quang Street, Ward 2, Tan Binh, Ho Chi Minh",Software Products and Web Services,Vietnam,https://itviec.com/it-jobs/project-manager-agile-scrum-tps-software-1116
Software Developer (C++),Asilla,4.5,"1,000 - 1,800 USD","C++,MongoDB,MySQL,Docker,AWS,Cloud",Backend Developer,"Software Development Outsourcing,Software Products and Web Services,AI Software & Services",,,At office,Monday - Friday,51-150 employees,"Tầng 3, số 6 ngõ 82 Duy Tân, phường Dịch Vọng Hậu, Cau Giay, Ha Noi",,Vietnam,https://itviec.com/it-jobs/software-developer-c-asilla-0554
QA Automation Engineer (Ho Chi Minh City),mgm technology partners Vietnam,4.7,You'll love it,"Automation Test,Tester,QA QC,SQL,English",Automation Tester,"Insurance,E-commerce,Government,IT Services and IT Consulting,Software Products and Web Services",,,Hybrid,Monday - Friday,1000+ employees,"195A Hai Bà Trưng, Võ Thị Sáu Ward, District 3, Ho Chi Minh",Software Development Outsourcing,Germany,https://itviec.com/it-jobs/qa-automation-engineer-ho-chi-minh-city-mgm-technology-partners-vietnam-1721
Global Service Desk,SPS Vietnam,3.7,You'll love it,"IT Support,iOS,Android,English,Azure,Sharepoint",IT Support,"IT Hardware and Computing,IT Services and IT Consulting,Network and Infrastructure",,,At office,Monday - Friday,1000+ employees,"Saigon ICT Tower, Quang Trung Software City, District 12, Ho Chi Minh",IT Services and IT Consulting,Switzerland,https://itviec.com/it-jobs/global-service-desk-sps-vietnam-5919
Mobile Developer (Flutter/ iOS/ Android),Công ty Cổ phần Teracom,,Upto 27.000.000,"Flutter,OOP,Objective C,Swift,Android,iOS",Mobile Application Developer,IT Services and IT Consulting,,,At office,Monday - Friday,51-150 employees,"Cửa Nam, Hoàn Kiếm hoặc Hoàng Đạo Thúy, Thanh Xuan, Ha Noi",IT Services and IT Consulting,Vietnam,https://itviec.com/it-jobs/mobile-developer-flutter-ios-android-cong-ty-co-phan-teracom-1637
VTS - Project Manager (Agile/ Azure/ AWS),Viettel Group,3.6,You'll love it,"Project Management,AWS,Azure,Agile",Project Manager,Telecommunication,,,At office,Monday - Friday,1000+ employees,"1 Tran Huu Duc, Hanoi, Nam Tu Liem, Ha Noi",Telecommunication,Vietnam,https://itviec.com/it-jobs/vts-project-manager-agile-azure-aws-viettel-group-3936
VTS - Kỹ Sư Giải Pháp Nghiệp Vụ (Business Analyst),Viettel Group,3.6,You'll love it,"Business Analysis,Prototyping,UML",Business Analyst,Telecommunication,,,At office,Monday - Friday,1000+ employees,"1 Tran Huu Duc, Hanoi, Nam Tu Liem, Ha Noi",Telecommunication,Vietnam,https://itviec.com/it-jobs/vts-ky-su-giai-phap-nghiep-vu-business-analyst-viettel-group-4304
CV Quản trị Cơ sở dữ liệu- Database Administrator,MB Bank,4.9,You'll love it,"Database,ETL,Grafana,Prometheus,Linux,SQL",Database Administrator,"Banking,Financial Services",,,At office,Monday - Friday,1000+ employees,"Tòa nhà MB, số 18 Lê Văn Lương, Cau Giay, Ha Noi",Banking,Vietnam,https://itviec.com/it-jobs/cv-quan-tri-co-so-du-lieu-database-administrator-mb-bank-5730
"Senior/Lead Data Scientist (Python, SQL, ML, Spark)",DATA NEST,,"1,500 - 3,700 USD","Data Science,Big Data,Hadoop,Machine Learning,SQL,Python",Data Scientist,"E-commerce,Banking,Financial Services,AI Software & Services",,,At office,Monday - Friday,1-50 employees,"Phòng 777, tầng 7, tòa nhà văn phòng HITC, số 239 Xuân Thủy - Phường Dịch Vọng Hậu, Cau Giay, Ha Noi",Financial Services,Vietnam,https://itviec.com/it-jobs/senior-lead-data-scientist-python-sql-ml-spark-data-nest-2124
QA Analyst,Aperia Solutions Vietnam Co Ltd,,"1,200 - 2,000 USD","Tester,Azure,Automation Test,TypeScript,Playwright",Manual Tester,"Software Development Outsourcing,Software Products and Web Services",,,Hybrid,Monday - Friday,151-300 employees,"The Six8 Building: 24-26 Phan Dinh Giot Street, Tan Binh District, HCMC., Tan Binh, Ho Chi Minh",Software Products and Web Services,United States,https://itviec.com/it-jobs/qa-analyst-aperia-solutions-vietnam-co-ltd-2838
[DI9] Senior Java Developer/Squad Lead – MSB - 3I120,MSB,3.4,"1,000 - 2,000 USD","Java,Leadership,SQL,Hibernate,J2EE,Spring",Backend Developer,Banking,,,At office,Monday - Friday,1000+ employees,"ROX Tower, 54A Nguyen Chi Thanh, phuong Lang Thuong, Dong Da, Ha Noi",Banking,Vietnam,https://itviec.com/it-jobs/di9-senior-java-developer-squad-lead-msb-3i120-msb-4518
Hybrid App Frontend Developer (Ionic + Angular),Selli,,You'll love it,"TypeScript,Firebase,Angular,Ionic",Backend Developer,IT Services and IT Consulting,,,At office,Monday - Saturday,1-50 employees,"Tòa nhà Cobi Tower II có địa chỉ nằm ở số 2 - 4 đường số 8, Phường Tân Mỹ, quận 7, TPHCM., District 7, Ho Chi Minh",IT Services and IT Consulting,Vietnam,https://itviec.com/it-jobs/hybrid-app-frontend-developer-ionic-angular-selli-1053
Business Analyst (Odoo/ ERP/ CRM/ HRM) - Up to 35M,IZISOLUTION,,You'll love it,"Business Analysis,English,HRM / HCM,CRM,Odoo,ERP",Business Analyst,IT Services and IT Consulting,,,At office,Monday - Friday,1-50 employees,"Tầng 7, tòa nhà Hoàng Ngọc, Số 4 ngõ 82 Dịch Vọng Hậu Cầu Giấy, Phường Yên Hòa, Cau Giay, Ha Noi",IT Services and IT Consulting,Vietnam,https://itviec.com/it-jobs/business-analyst-odoo-erp-crm-hrm-up-to-35m-izisolution-4833
"Product Manager/Product Owner (SaaS, AI, Data domain)",The Stakeholder Company (TSC.ai),,You'll love it,"Product Management,Product roadmap,Product Owner,Product Metrics,AI,English",Product Manager,"Software Products and Web Services,AI Software & Services",,,Hybrid,Monday - Friday,51-150 employees,"The Sentry Z - 25A/1 Nguyễn Bỉnh Khiêm, Bến Nghé, District 1, Ho Chi Minh",Software Products and Web Services,Singapore,https://itviec.com/it-jobs/product-manager-product-owner-saas-ai-data-domain-the-stakeholder-company-tsc-ai-3906
Senior Back-End Developer (Java/ Python/ Spring Boot),CÔNG TY TNHH SPACEMIND,,You'll love it,"Java,Linux,CI/CD,PostgreSql,Spring Boot,Python",Backend Developer,IT Services and IT Consulting,,,At office,Monday - Friday,1-50 employees,"Phòng 11.03, tầng 11, tòa nhà The Summit Building, 350 Nguyễn Văn Linh, Phường Thanh Khê, Thành phố Đà Nẵng, Việt Nam, Thanh Khe, Da Nang",IT Services and IT Consulting,Vietnam,https://itviec.com/it-jobs/senior-back-end-developer-java-python-spring-boot-cong-ty-tnhh-spacemind-4235
"Backend Manager (Java, NodeJS, Golang, Python)",Bolt Tech,,Very attractive!!!,"Java,Team Management,Golang,Python,NodeJS,Leadership",Manager,IT Services and IT Consulting,,,At office,Monday - Friday,51-150 employees,"Tầng 1 - Tòa nhà 4A, Tạ Quang Bửu, P. Bách Khoa, Q. Hai Bà Trưng, Thành phố Hà Nội, Việt Nam, Hai Ba Trung, Ha Noi",Software Products and Web Services,Vietnam,https://itviec.com/it-jobs/backend-manager-java-nodejs-golang-python-bolt-tech-2039
Middle/Senior Python Developer,MenuCoster,,"2,000 - 2,700 USD","Python,scikit-learn,API,Database,SQL",Backend Developer,"Food and Beverage,Software Products and Web Services",,,At office,Monday - Friday,1-50 employees,"Hoang Dao Thuy, Trung Hoa Ward, Cau Giay, Ha Noi",Food and Beverage,Australia,https://itviec.com/it-jobs/middle-senior-python-developer-menucoster-1410
CV Quản trị hệ thống - Systems Administrator,Trung tâm CNTT Tập đoàn Bảo Việt,,You'll love it,"System Admin,OpenStack,VMware,Windows,Linux",Systems Engineer / Administrator,"Insurance,Banking,Software Products and Web Services,Financial Services",,,At office,Monday - Friday,301-500 employees,"71 Ngô Sĩ Liên, Dong Da, Ha Noi",Insurance,Vietnam,https://itviec.com/it-jobs/cv-quan-tri-he-thong-systems-administrator-trung-tam-cntt-tap-doan-bao-viet-2527
Technical Scrum Master (Agile),TymeX,4.8,You'll love it,"Scrum,Java,AWS,Team Management,Agile,English",Scrum Master / Agile Coach,"Banking,Software Products and Web Services,Financial Services",,,Hybrid,Monday - Friday,301-500 employees,"Level 6-7, East Tower,  Lumiere Riverside, 277 Vo Nguyen Giap,  An Khanh Ward, Thu Duc City, Ho Chi Minh",Banking,Singapore,https://itviec.com/it-jobs/technical-scrum-master-agile-tymex-5707
Fullstack Developer (Backend Focused) – Partime,Primagenesis,4.7,"520 - 1,000 USD","Fullstack,Security,Database,API,CI/CD,NodeJS",Fullstack Developer,IT Services and IT Consulting,,,Remote,Monday - Friday,1-50 employees,"Ho Chi Minh, District 1, Ho Chi Minh",Software Development Outsourcing,Australia,https://itviec.com/it-jobs/fullstack-developer-backend-focused-partime-primagenesis-1725
"Full-stack Developer (NodeJS, Python)",Panasonic Vietnam Group – Panasonic R&D Center Vietnam (PRDCV),4.3,You'll love it,"JavaScript,HTML,Linux,Database,NodeJS,Python",Fullstack Developer,"IT Hardware and Computing,Manufacturing and Engineering,IT Services and IT Consulting,Software Products and Web Services",,,At office,Monday - Friday,51-150 employees,"Lotte Tower, 54 Lieu Giai, Ba Dinh, Ha Noi",IT Hardware and Computing,Japan,https://itviec.com/it-jobs/full-stack-developer-nodejs-python-panasonic-vietnam-group-panasonic-r-d-center-vietnam-prdcv-2003
Senior Mainframe Developer (DevOps/ Azure),FPT Software,3.7,"1,800 - 2,500 USD","DevOps,English,SQL,Cloud,Git,Azure",DevOps Engineer,IT Services and IT Consulting,,,At office,Monday - Friday,1000+ employees,"FPT Building, 17 Duy Tân Str., Cau Giay, Ha Noi",IT Services and IT Consulting,Vietnam,https://itviec.com/it-jobs/senior-mainframe-developer-devops-azure-fpt-software-3157
OutSystems Architect/ Tech Lead,SAI Digital,3.6,You'll love it,"OutSystems,JavaScript,Solution Architecture,CSS,HTML,English",Solution Architect,"IT Services and IT Consulting,Software Products and Web Services,AI Software & Services",,,Hybrid,Monday - Friday,151-300 employees,"285  Viettel Complex Building, Cach Mang Thang Tam , District 10, Ho Chi Minh",IT Services and IT Consulting,Vietnam,https://itviec.com/it-jobs/outsystems-architect-tech-lead-sai-digital-1928
Technical Lead (NodeJS/ReactJS/Angular/AWS),INNOMIZE,4.4,You'll love it,"JavaScript,Python,NodeJS,AWS,CI/CD,ReactJS",Fullstack Developer,IT Services and IT Consulting,,,At office,Monday - Friday,1-50 employees,"Floor 6, BlueSky Office, 1 Bach Dang Street, Ward 2, Tan Binh, Ho Chi Minh",IT Services and IT Consulting,Vietnam,https://itviec.com/it-jobs/technical-lead-nodejs-reactjs-angular-aws-innomize-4231
CVCC Quản trị dữ liệu (Data Governance) - K.CNTT,PVcomBank,,You'll love it,"Python,R,Database,PL/SQL,SQL",Data Governance Specialist,Banking,,,At office,Monday - Friday,301-500 employees,"22 Ngô Quyền, Hoan Kiem, Ha Noi",Financial Services,Vietnam,https://itviec.com/it-jobs/cvcc-quan-tri-du-lieu-data-governance-k-cntt-pvcombank-3500
Junior Fullstack Developers,CRM Integration,,You'll love it,"JavaScript,Java,UML,React Native,NodeJS",Fullstack Developer,IT Services and IT Consulting,,,At office,Monday - Friday,1-50 employees,"78 Duy Tân, Cau Giay, Ha Noi",,Vietnam,https://itviec.com/it-jobs/junior-fullstack-developers-crm-integration-1254
CV Đảm bảo chất lượng Dịch vụ CNTT (QA),MB Bank,4.9,You'll love it,"QA QC,Waterfall Methodology,Lean Project Management,Jira,Live2D,Agile",Test Coordinator / QAQC Coordinator,"Banking,Financial Services",,,At office,Monday - Friday,1000+ employees,"Tòa nhà MB, số 18 Lê Văn Lương, Cau Giay, Ha Noi",Banking,Vietnam,https://itviec.com/it-jobs/cv-dam-bao-chat-luong-dich-vu-cntt-qa-mb-bank-2901
"Backend Engineer (Golang, English, Product)",COGNISIAN,,Base on experience,"Golang,English,NoSQL,Cloud,SQL,Database",Backend Developer,"Software Products and Web Services,Healthcare",,,Hybrid,Monday - Friday,1-50 employees,"An Phu, Thu Duc City, Ho Chi Minh",Healthcare,Vietnam,https://itviec.com/it-jobs/backend-engineer-golang-english-product-cognisian-3201
"Leader Android Developer (Git, OOP, MVP)",CÔNG TY CỔ PHẦN UNISOFT GLOBAL,,You'll love it,"Android,MVP,Mobile Apps,OOP,Git,Leadership",Mobile Application Developer,Software Products and Web Services,,,At office,Monday - Friday,1-50 employees,"Tòa D'Office, 28 Thành Thái, Cầu Giấy, Hà Nội, Cau Giay, Ha Noi",Software Products and Web Services,Vietnam,https://itviec.com/it-jobs/leader-android-developer-git-oop-mvp-cong-ty-co-phan-unisoft-global-3241
[Sign-on Bonus] Sr Quality Engineer -Up 30 months' pay,Crossian,4.4,You'll love it,"Tester,Cucumber,API,Automation Test,Jira,QA QC",Test Coordinator / QAQC Coordinator,"E-commerce,Retail and Wholesale",,,At office,Monday - Friday,151-300 employees,"Tầng 1, Tòa nhà Pax Sky, 63-65 phố Ngô Thì Nhậm, Phường Phạm Đình Hổ, Hai Ba Trung, Ha Noi",E-commerce,Vietnam,https://itviec.com/it-jobs/sign-on-bonus-sr-quality-engineer-up-30-months-pay-crossian-5223
